investDate,participant,name,latestPhase,industry,brief,investor_id,amount,phase,kr_group_id,amountUnit,id
2012-12-01 00:00:00,戈壁投资,求解答,ANGEL,EDUCATION_TRAINING,中学教育的教育搜索引擎，提供数理化等学科的解答和题库服务,20028,,ANGEL,6982,USD,341
2015-05-01 00:00:00,"洪泰基金,新进创投",鹦鹉螺市集,ANGEL,E_COMMERCE,集电商和市集为一体的个性化商品买卖平台,20027,,ANGEL,135856,CNY,342
,,新进,NONE,,移动互联网、生命科学早期投资,20027,,,133109,,343
2014-06-01 00:00:00,新进创投,闻题鸟,ANGEL,EDUCATION_TRAINING,问答类学习工具开发商,20027,数百万,ANGEL,29634,CNY,344
2014-03-01 00:00:00,新进创投,茄子脱口秀,ANGEL,CULTURE_SPORTS_ART,让一亿人欢笑,20027,,ANGEL,133111,USD,345
2014-02-01 00:00:00,新进创投,国颂医疗,A,MEDICAL_HEALTH,养护医疗器械,20027,,A,133112,USD,346
2014-10-01 00:00:00,新进创投,小蜂e家,ANGEL,PROPERTY_AND_HOME_FURNISHINGS,国内首家基于互联网O2O模式的社区综合管理服务型平台,20027,,ANGEL,133113,USD,347
2014-12-01 00:00:00,"新进创投,洪泰基金",107Room,ANGEL,PROPERTY_AND_HOME_FURNISHINGS,让租房真实而简单,20027,,ANGEL,133115,USD,348
2015-04-01 00:00:00,"合一天使基金,安思晟,北软天使基金",找我网,ANGEL,CONSUMER_LIFESTYLE,婚礼主持人在线预约平台,20029,,ANGEL,31501,USD,349
2015-06-01 00:00:00,安思晟,海豚驾考,A,OTHER,海豚驾考,20029,数百万,ANGEL,150262,CNY,350
2014-10-01 00:00:00,"北软天使基金,安思晟",42旅－马拉松旅行,ANGEL,CULTURE_SPORTS_ART,为跑友提供马拉松赛事点评、马拉松目的地指南的社交平台,20029,数百万,ANGEL,27448,CNY,351
2014-06-01 00:00:00,安思晟,无二之旅,A,OTHER,海外旅行定制家,20029,,PRE_A,132639,USD,352
2014-10-01 00:00:00,"九合创投,安思晟",魔力学院,ANGEL,EDUCATION_TRAINING,思维训练导向的自适应学习平台,20029,数百万,ANGEL,29351,CNY,353
2014-12-01 00:00:00,"安思晟,广东文投国富基金",小鲜粮,PRE_A,OTHER,预定新鲜粮，爱宠更健康,20029,,ANGEL,132641,USD,354
2014-11-01 00:00:00,"安思晟,北软天使基金",去兜风,A,TRAVEL_OUTDOORS,关注独特探索旅行体验的目的地预订平台,20029,数百万,ANGEL,29377,CNY,355
2012-10-01 00:00:00,"苏河汇,安思晟",DoNever校园爱情,ANGEL,SOCIAL_NETWORK,一个匿名表达爱情的大学校园社交网络。,20029,数十万,ANGEL,7496,CNY,356
2014-06-01 00:00:00,顺为资本,Misfit,B,OTHER,可穿戴设备和智能家居设备制造商,20026,,B,161802,USD,357
2015-06-01 00:00:00,,青橙科技,A,CONSUMER_LIFESTYLE,为健身房提供SaaS管理系统的公司,20026,,A,133989,USD,358
2012-12-01 00:00:00,顺为资本,一起作业,D,EDUCATION_TRAINING,师生家长互动在线作业平台,20026,500,A,4699,USD,359
2013-01-01 00:00:00,顺为资本,宝宝巴士,A,EDUCATION_TRAINING,一个专门针对学龄前儿童研发的教育软件产品，全面覆盖iOS、Android及WP三大平台。,20026,数百万,A,1724,USD,360
2014-02-01 00:00:00,顺为资本,Yeelink,A,SERVICE_INDUSTRIES,"中国最大的物联网云平台Yeelink,为您提供传感器云服务，并通过实时数据处理，为您提供安全可靠的状",20026,数百万,A,5161,USD,361
2014-10-01 00:00:00,顺为资本,智行车,PRE_A,INTELLIGENT_HARDWARE,设计驱动型的科技创新公司，旗下有智行车和云设计两个产品,20026,,PRE_A,33497,USD,362
2014-06-01 00:00:00,"红点投资,北极光创投",Apus,B,SOFTWARE,安卓系统优化工具开发商,20024,1500,A,133747,USD,363
2014-12-01 00:00:00,红点投资,学堂在线,B,EDUCATION_TRAINING,免费公开的在线课程平台,20024,1500,A,31349,USD,364
2014-05-01 00:00:00,红点投资,人人车,C,AUTO,高质量二手车C2C平台,20024,,A,133243,USD,365
2012-10-01 00:00:00,"英特尔投资,LB Investment",悠悠村,ACQUIRED,ADVERTISING_MARKETING,专注于提供移动互联网服务的移动互联网广告平台及建站平台,20023,数百万,C,6552,USD,366
2012-01-01 00:00:00,LB Investment,六间房,ACQUIRED,SOCIAL_NETWORK,视频社交网站和在线演艺直播平台,20023,,D,4461,USD,367
2014-10-01 00:00:00,"英特尔投资,LB Investment",乐蛙,B,SOFTWARE,国内第三方OS提供商,20023,数千万,B,1938,USD,368
,,爱玩,NONE,,主题旅游平台,20022,,,133869,,369
,,小i机器人,D,SERVICE_INDUSTRIES,智能机器人技术提供和平台运营,20021,,,9037,,370
2015-02-01 00:00:00,,恺英网络,ACQUIRED,GAME_ANIMATION,游戏公司，致力于社交游戏、网页游戏和手机游戏的开发,20021,20000,,5193,CNY,371
2009-09-01 00:00:00,,烟台蒙连科技有限公司,ANGEL,OTHER,零售连锁,20140,50,ANGEL,131983,CNY,372
2013-12-01 00:00:00,,古味多餐饮连锁机构,ANGEL,OTHER,特色餐饮连锁,20140,60,ANGEL,131984,CNY,373
2012-11-01 00:00:00,,烟台倍爱商贸有限公司,ANGEL,OTHER,母婴连锁,20140,30,ANGEL,131986,CNY,374
2014-07-01 00:00:00,,烟台谷芝润电子商务有限公司,ANGEL,E_COMMERCE,社区宅配O2O,20140,100,ANGEL,131988,CNY,375
,,JUJU,ANGEL,GAME_ANIMATION,服务于二次元的社交APP,20181,,,136953,,376
2015-01-01 00:00:00,华创资本,别样红云PMS,A,SERVICE_INDUSTRIES,酒店管理服务方案提供商,20181,6000,A,29728,CNY,377
2014-01-01 00:00:00,"中信产业基金,腾讯",滴滴打车,E,AUTO,免费打车软件,20201,10000,C,133772,USD,378
2015-01-01 00:00:00,"中信产业基金,红杉资本",饿了么,ACQUIRED,CONSUMER_LIFESTYLE,外卖订餐平台,20201,,E,4001,USD,379
2014-10-01 00:00:00,"中信产业基金,祥峰投资,红杉资本",唱吧,C,CULTURE_SPORTS_ART,一个手机KTV唱歌娱乐应用。,20201,,C,2094,USD,380
2015-04-01 00:00:00,华旦天使投资,TuSDK涂图,PRE_A,SERVICE_INDUSTRIES,移动端的一站式图像解决方案,20241,,PRE_A,142482,USD,381
2014-09-01 00:00:00,"IDG资本,华旦天使投资",老师来了,A,EDUCATION_TRAINING,家教平台,20241,数百万,ANGEL,31615,CNY,382
2014-07-01 00:00:00,,我在现场,NONE,,新华移动旗下新闻客户端,20241,2000,PRE_A,135392,CNY,383
2014-12-01 00:00:00,华旦天使投资,熵功场,ANGEL,OTHER,摄影平台,20241,100,ANGEL,135389,CNY,384
2014-12-01 00:00:00,华旦天使投资,青团社,ANGEL,CONSUMER_LIFESTYLE,专为大学生兼职的垂直招聘网站,20241,100,ANGEL,26164,CNY,385
2014-12-01 00:00:00,"华旦天使投资,IDG资本",易露营,ANGEL,TRAVEL_OUTDOORS,露营房车帐篷酒店一站式预定平台,20241,100,ANGEL,135248,CNY,386
2014-06-01 00:00:00,华旦天使投资,回车科技,ANGEL,INTELLIGENT_HARDWARE,非植入式脑电采集设备技术开发服务商,20241,200,ANGEL,135245,CNY,387
2012-07-01 00:00:00,华旦天使投资,友谦网络,ANGEL,SERVICE_INDUSTRIES,定制App服务提供商,20241,100,ANGEL,12107,CNY,388
2011-07-01 00:00:00,华旦天使投资,每日给力,ANGEL,OTHER,手游公司,20241,60,ANGEL,134908,CNY,389
2011-01-01 00:00:00,,华旦天使,NONE,,杭州的移动互联网天使投资者,20241,100,,134889,CNY,390
2012-05-01 00:00:00,,新财富,NONE,,第三方理财公司,20260,,PRE_A,143794,USD,391
2014-11-01 00:00:00,"线性资本,华创资本,心元资本",特赞Tezign,A,SERVICE_INDUSTRIES,让客户可以与优秀设计师对接的平台,20301,110,ANGEL,137514,USD,392
,,特赞,NONE,,设计师平台,20301,,,137298,,393
2011-02-01 00:00:00,,靠谱网,NONE,,都市白领生活平台,20300,120,ANGEL,155339,CNY,394
2015-04-01 00:00:00,云锋基金,乐视体育,B,CULTURE_SPORTS_ART,国内最大的体育行业垂直一体化公司,20299,,A,148656,USD,395
2014-12-01 00:00:00,"GIC,DST,厚朴基金,云锋基金",小米科技,E,INTELLIGENT_HARDWARE,专注于高端智能手机自主研发的移动互联网公司,20299,110000,E,4991,USD,396
,,积木盒子,C,FINANCE,为中小企业及个人解决融资和贷款需求的互联网金融平台,20320,,,19994,,397
2014-01-01 00:00:00,原子创投,鲜达网 - 水果管家,A,CONSUMER_LIFESTYLE,全国优质的生鲜商品网购平台,20317,数百万,ANGEL,143546,CNY,398
2015-06-01 00:00:00,原子创投,日事清,ANGEL,SOFTWARE,工作计划与任务管理软件,20317,,ANGEL,27734,CNY,399
2013-07-01 00:00:00,"经纬中国,蓝湖资本",周末去哪儿,B,TRAVEL_OUTDOORS,周末旅游、周边游旅游项目的移动应用,20318,数百万,A,4684,CNY,400
2015-05-01 00:00:00,蓝湖资本,手机贷,A,FINANCE,提供授信和微型贷款的手机借贷平台,20318,1000,A,136847,USD,401
,,Yami,ANGEL,CONSUMER_LIFESTYLE,顶级厨师提供私人定制服务的app,20314,,,137141,,402
2015-05-01 00:00:00,贝塔斯曼亚洲投资基金,宅米,A,CONSUMER_LIFESTYLE,区域化在线生活购物平台,20313,,A,133057,USD,403
2015-01-01 00:00:00,"DST,经纬中国,险峰华兴,贝塔斯曼亚洲投资基金",桔子理财,B,FINANCE,投资理财服务机构,20313,10000,B,29971,USD,404
2014-12-01 00:00:00,贝塔斯曼亚洲投资基金,探探,B,SOCIAL_NETWORK,基于地理位置的移动社交工具,20313,,A,133839,USD,405
2014-12-01 00:00:00,"经纬中国,贝塔斯曼亚洲投资基金,华兴资本,DST",分期乐,C,FINANCE,专注于大学生的分期购物商城,20313,10000,B,131617,USD,406
2014-01-01 00:00:00,红杉资本,触宝,C,SERVICE_INDUSTRIES,一家手机应用开发商,20311,数千万,C,2476,USD,407
2014-10-01 00:00:00,"海纳亚洲,红杉资本",环信即时通讯云,B,SERVICE_INDUSTRIES,移动即时通讯能力的云计算平台服务商,20311,800,A,28161,USD,408
2015-07-01 00:00:00,红杉资本,唐朝安全巡航,A,OTHER,企业在线安全平台,20311,,A,156738,USD,409
2014-03-01 00:00:00,"红杉资本,经纬中国",更美,B,MEDICAL_HEALTH,中国最大的消费医疗社区、电商与服务平台,20311,数百万,A,136977,USD,410
2014-12-01 00:00:00,,MikeCRM麦客,A,SOFTWARE,轻简好用的在线信息收集和联系人管理工具,20311,,,7493,USD,411
2014-06-01 00:00:00,盛大资本,邻趣,B,CONSUMER_LIFESTYLE,邻趣app提供外卖、水果、下午茶等配送服务，快至30分钟,20310,数千,B,26931,USD,412
,,趣分期,E,FINANCE,分期购物与投资理财平台，针对大学生,20307,,,29956,,413
2014-11-01 00:00:00,梅花天使创投,筷子旅行,A,TRAVEL_OUTDOORS,专注于目的地的旅游包车,20307,,ANGEL,136928,USD,414
2014-08-01 00:00:00,"梅花天使创投,唱吧创始人陈华",人人红娘,ANGEL,SOCIAL_NETWORK,致力打造开放共享的婚恋生态平台,20307,,ANGEL,136855,USD,415
2015-06-01 00:00:00,松柏资本,艺好学,ANGEL,OTHER,能为孩子找艺术老师的平台,20306,,ANGEL,149961,USD,416
2014-05-01 00:00:00,"许朝军,松柏资本",许鲜网,A,E_COMMERCE,全新模式的鲜果O2O电商,20306,,ANGEL,133809,USD,417
2015-05-01 00:00:00,"长安私人资本,松柏资本",理财魔方,ANGEL,FINANCE,移动互联网私人银行，为中产阶级提供财富管理服务,20306,1000,ANGEL,130742,CNY,418
,,财鱼管家,ANGEL,FINANCE,智能理财管理工具,20305,,,140833,,419
2014-07-01 00:00:00,信天创投,拼豆夜宵,A,CONSUMER_LIFESTYLE,定位于夜宵的外卖平台,20305,,PRE_A,140364,USD,420
2014-10-01 00:00:00,信天创投,闪电报销,ANGEL,SOFTWARE,针对创业团队的免费费用管理工具,20305,数百,ANGEL,131992,CNY,421
2015-01-01 00:00:00,"信天创投,亚商资本",The L,A,SOCIAL_NETWORK,全球范围的女同社交APP,20305,数百万,A,26479,USD,422
,,蜻蜓.FM,C,MEDIA,收听广播电台的工具,20315,,,8160,,423
2015-01-01 00:00:00,中金甲子,陆金所,A,FINANCE,网络投融资平台,20315,50000,A,130919,USD,424
,,挖财,B_PLUS,FINANCE,个人记账理财应用平台,20315,,,2566,,425
2014-10-01 00:00:00,童玮亮,云造科技,ANGEL,OTHER,浙大,20304,500,ANGEL,138579,CNY,426
2014-09-01 00:00:00,君联资本,网贷天眼/银讯财富,A,FINANCE,第三方的P2P网络借贷资讯、数据服务网站,20303,1000,A,27489,USD,427
2014-12-01 00:00:00,君联资本,淘常州,B,CONSUMER_LIFESTYLE,常州人自己的网上购物、便民生活、吃喝玩乐、优惠团购平台,20303,,B,15566,CNY,428
2015-04-01 00:00:00,百度,天天拼车,A,OTHER,拼车软件,20298,,A,140186,USD,429
,,嘟嘟巴士,A,AUTO,深圳市乐途宝网络科技有限公司,20296,,,151374,,430
,,好健,NONE,,健身领域信息整合平台,20296,,,143188,,431
2014-05-01 00:00:00,,车生活,PRE_A,AUTO,基于移动端的汽车综合服务平台,20296,50,,30958,CNY,432
,,幕后圈,ANGEL,CULTURE_SPORTS_ART,音乐人合作交流社区,20296,,,133523,,433
,,点心贷,NONE,,专注于地产消费信贷的P2P网贷公司,20296,,,137315,,434
2014-05-01 00:00:00,,妙计旅行,A,TRAVEL_OUTDOORS,基于人工智能技术的旅游路线个性化定制服务商,20296,50,,34753,CNY,435
2014-10-01 00:00:00,,美厨,A,E_COMMERCE,专业售卖半成品净菜的O2O企业，主要产品是美厨Love's Kitchen,20296,50,,33880,CNY,436
2014-12-01 00:00:00,,Dinemarket,ANGEL,OTHER,餐饮行业B2B,20293,,ANGEL,146143,USD,437
2014-10-01 00:00:00,,grubmarket,ANGEL,OTHER,F2C生鲜食品电商,20293,,ANGEL,146144,USD,438
2014-09-01 00:00:00,,Sliced Investing,ANGEL,OTHER,互联网化理财平台,20293,,ANGEL,146145,USD,439
,,良衣汇,ANGEL,E_COMMERCE,最专业的闲置品牌衣物买卖平台,20290,,,155992,,440
2011-05-01 00:00:00,九合创投,36氪,B,MEDIA,互联网创业平台,20290,,ANGEL,1515,USD,441
2011-12-01 00:00:00,,堆糖,B,E_COMMERCE,一个为用户收集发现喜爱的事物，以图片的方式来展示和浏览。,20290,,ANGEL,4560,CNY,442
2012-06-01 00:00:00,"天使湾创投,九合创投",下厨房,B,CONSUMER_LIFESTYLE,家庭美食记录、分享与交流平台,20290,数百万,ANGEL,1973,CNY,443
2011-09-01 00:00:00,九合创投,Zepp,C,INTELLIGENT_HARDWARE,专注于海外运动市场的可穿戴设备研发商,20290,255,ANGEL,26838,CNY,444
2012-08-01 00:00:00,九合创投,V电影,B,CULTURE_SPORTS_ART,微电影分享交流平台,20290,120,ANGEL,2931,CNY,445
2012-05-01 00:00:00,"真格基金,荷多投资,九合创投",节操精选,B,CULTURE_SPORTS_ART,主打奇葩搞笑段子的手机娱乐应用,20290,数百万,ANGEL,26450,CNY,446
2014-01-01 00:00:00,九合创投,红点直播,A,SOFTWARE,手机上的语音直播工具,20290,120,ANGEL,26921,CNY,447
2014-12-01 00:00:00,"IVP,九合创投",黄油相机,ANGEL,SOCIAL_NETWORK,骨骼清奇接地气的中文拍照加字应用,20290,数百万,ANGEL,131608,CNY,448
2014-05-01 00:00:00,,博文兴华,NONE,OTHER,文化创意公司,20295,170,ANGEL,151358,CNY,449
2015-01-01 00:00:00,,中文亦健,NONE,OTHER,体育运营公司,20295,340,ANGEL,151361,CNY,450
2014-05-01 00:00:00,,夸父逐日,NONE,OTHER,儿童创意公司,20295,170,ANGEL,151362,CNY,451
2014-09-01 00:00:00,,中文金汇,NONE,OTHER,中小型企业资金解决公司,20295,51,ANGEL,151363,CNY,452
,,中印集团文化有限责任公司,NONE,,文化产业投融资,20295,,,150795,,453
2014-10-01 00:00:00,创新谷,说唱家,ANGEL,OTHER,录制、发现、分享你的说唱音乐,20288,数百,ANGEL,140331,CNY,454
2014-10-01 00:00:00,创新谷,购快,ANGEL,OTHER,开在手机上的7-11便利店，30分钟送货上门,20288,数百,ANGEL,140332,CNY,455
2014-10-01 00:00:00,创新谷,友推互动,ANGEL,ADVERTISING_MARKETING,社交媒体营销工具及服务提供商,20288,100,ANGEL,132486,CNY,456
2015-06-01 00:00:00,洪泰基金,Gevek,ANGEL,OTHER,普通手游0成本转换VR游戏,20292,数百万,ANGEL,151806,CNY,457
2015-04-01 00:00:00,"洪泰基金,万嘉娱乐工场",MudRun泥泞跑,ANGEL,CULTURE_SPORTS_ART,极限运动赛事+IP运营,20292,500,ANGEL,146512,CNY,458
2015-05-01 00:00:00,,厨秀,NONE,OTHER,互联网餐饮集团,20292,500,ANGEL,146513,CNY,459
2015-06-01 00:00:00,洪泰基金,内什么,ANGEL,OTHER,以“约的上”为特点的陌生人社交平台,20292,数百,ANGEL,146516,CNY,460
2008-07-01 00:00:00,,喜临门,IPO,,国内主板已上市,20285,,,137661,USD,461
2008-02-01 00:00:00,浙商创投,华数传媒网络有限公司,C,NON_TMT,跨地域经营的有线网络运营商,20285,,C,130786,USD,462
2009-03-01 00:00:00,浙商创投,博曼迪,ANGEL,OTHER,汽车EMS，已完成C轮,20285,,ANGEL,137662,USD,463
2015-01-01 00:00:00,浙商创投,深证时讯互联ATET,A,GAME_ANIMATION,电视游戏运营,20285,,A,137692,USD,464
,,乐奇足球,A,CULTURE_SPORTS_ART,足球赛事平台，为足球爱好者提供一站式比赛资讯,20284,,,7864,,465
2014-11-01 00:00:00,国富源投资,拖把儿爱飞行,ANGEL,AUTO,空中旅行预订平台,20284,150,ANGEL,35148,CNY,466
2015-01-01 00:00:00,国富源投资,轻生活卫生巾,ANGEL,E_COMMERCE,专注于女性卫生巾设计、研发、销售的互联网快消品牌,20284,200,ANGEL,29867,CNY,467
,,小区管家,B,CONSUMER_LIFESTYLE,专注于小区服务产品开发的服务商,20284,,,26901,,468
2014-06-01 00:00:00,国富源投资,美丽云,ANGEL,CONSUMER_LIFESTYLE,利用美容院闲置床位提供美容师预约服务,20284,300,ANGEL,12350,CNY,469
2014-05-01 00:00:00,国富源投资,Vidonn唯动智能手环,ANGEL,INTELLIGENT_HARDWARE,专注于可穿戴设备的设计和研发的企业,20284,数百万,ANGEL,141866,CNY,470
2012-12-01 00:00:00,,爱牙,A,MEDICAL_HEALTH,主打爱牙护牙的医疗应用,20284,100,,29942,CNY,471
2014-01-01 00:00:00,国富源投资,小马快跑,ANGEL,E_COMMERCE,汽车用品品牌商,20284,数百万,ANGEL,30267,CNY,472
2011-02-01 00:00:00,中金资本,Microseer微知,ANGEL,SERVICE_INDUSTRIES,人力资源外包服务业IT技术提供商,20283,,ANGEL,10469,USD,473
2015-05-01 00:00:00,青锐创投,壹房壹家,ANGEL,PROPERTY_AND_HOME_FURNISHINGS,中国最好的白领租房平台,20283,,ANGEL,160386,USD,474
2010-10-01 00:00:00,中金资本,星星科技,B,OTHER,以真空薄膜材料技术及材料表面改性加硬技术为核心的企业,20283,,B,131824,USD,475
,,HiHey,A,E_COMMERCE,全球领先的艺术品电商,20287,,,2203,,476
,,猫酷商场,A,SERVICE_INDUSTRIES,智慧商场系统解决方案提供商,20287,,,26959,,477
2014-03-01 00:00:00,德同资本,影谱,A,ADVERTISING_MARKETING,在线视频制作和分享工具,20282,,A,2344,USD,478
,,紫辉,NONE,,寻找y用互联网信息对称提升传统行业效率的公司,20280,,,136243,,479
2015-04-01 00:00:00,松禾资本,悦动圈,PRE_A,CULTURE_SPORTS_ART,智能硬件产品开发商,20277,,PRE_A,31046,CNY,480
2015-06-01 00:00:00,松禾资本,淘金路,PRE_A,FINANCE,移动互联网金融社交网络平台,20277,,PRE_A,9942,CNY,481
2014-08-01 00:00:00,,方邦,NONE,,细分专业领域的龙头企业。,20277,,A,136501,USD,482
2014-12-01 00:00:00,浙商创投,为知笔记,A,SOFTWARE,旨在通过知识管理提高个人和团队效率的云服务产品,20275,1000,PRE_A,8172,CNY,483
2014-07-01 00:00:00,青松基金,美丽约,B,SOCIAL_NETWORK,高端陌生人交友,20273,,ANGEL,145023,USD,484
2015-07-01 00:00:00,"初心资本,阿米巴资本,梅花天使创投",驾遇,ANGEL,AUTO,汽车后服务市场的O2O平台APP,20270,,ANGEL,131759,USD,485
2015-02-01 00:00:00,,甜心摇滚沙拉,A,CULTURE_SPORTS_ART,主食透明罐装沙拉的O2O平台,20271,2000,PRE_A,135639,CNY,486
2015-06-01 00:00:00,"百度,中信资本,深创投,江苏高科投",百姓网,E,CONSUMER_LIFESTYLE,一个分类信息和本地消费生活服务网站,20266,,E,4458,CNY,487
2014-01-01 00:00:00,百度,无锡七酷网络,ACQUIRED,GAME_ANIMATION,网页游戏自主研发和服务商,20266,,E,143577,CNY,488
,,魔方格,A,EDUCATION_TRAINING,中小学生学习、考试、交流的社区,20266,,,17857,,489
2014-08-01 00:00:00,百度,传课网,ACQUIRED,EDUCATION_TRAINING,一个提供在线直播互动的一站式全方位的专业教育服务。,20266,,B,2673,CNY,490
2013-08-01 00:00:00,百度,杰图软件,E,SERVICE_INDUSTRIES,掌握虚拟现实领域核心技术的公司,20266,,E,5768,CNY,491
2014-07-01 00:00:00,"浩然资本,DCM资本,百度",万学教育,C,EDUCATION_TRAINING,针对大学生群体的教育集团,20266,数千万,C,133788,USD,492
2014-04-01 00:00:00,百度,沪江网,D,EDUCATION_TRAINING,提供外语学习资料的外语学习门户,20266,,D,5669,CNY,493
2013-10-01 00:00:00,百度,91无线,ACQUIRED,SOFTWARE,综合性的手机娱乐服务平台,20266,190000,E,10439,USD,494
2014-11-01 00:00:00,"百度,经纬中国,紫辉投资基金",oTMS.cn,A_PLUS,SERVICE_INDUSTRIES,致力于提高物流效率的平台,20266,,A,10306,CNY,495
2014-09-01 00:00:00,百度,智课网,A,EDUCATION_TRAINING,提供各类学习产品的网上平台,20266,1060,A,137076,USD,496
2015-03-01 00:00:00,百度,优信拍,E,AUTO,一个专业提供二手车电子化竞价拍卖服务的供应商，核心业务是二手车网络拍卖平台，集竞价拍卖、车辆检测、安,20266,17000,E,8129,USD,497
2014-12-01 00:00:00,,淘梦网,A,ADVERTISING_MARKETING,中国领先微电影制作与发行平台,20265,,A,137423,USD,498
2014-12-01 00:00:00,KTB Ventures,优谈网,C,SOCIAL_NETWORK,专注服务母婴和女性的移动互联网平台,20265,,B,2084,USD,499
,,慧沃网,B,,幼儿园教育信息化平台,20265,,,136732,,500
,,巧虎欢乐岛,NONE,,儿童室内游乐场,20265,,,136733,,501
2015-01-01 00:00:00,"德同资本,杨博雅",节操精选,B,CULTURE_SPORTS_ART,主打奇葩搞笑段子的手机娱乐应用,20267,,B,26450,USD,502
2015-01-01 00:00:00,德同资本,悠易互通,E,ADVERTISING_MARKETING,互联网广告公司，主打多屏程序化购买等服务,20267,,E,138284,USD,503
2014-06-01 00:00:00,,影谱 Moviebook,NONE,,视频原生广告交易平台,20267,,A,135089,USD,504
2015-05-01 00:00:00,德同资本,足球控,PRE_A,CULTURE_SPORTS_ART,足球直播、数据与资讯的移动产品,20267,,PRE_A,28618,USD,505
2014-11-01 00:00:00,德同资本,疯贴-Fun,A,SOCIAL_NETWORK,基于图片的移动社交应用,20267,,ANGEL,141751,USD,506
2014-05-01 00:00:00,德同资本,KICK9,ANGEL,OTHER,海外游戏发行服务,20267,,ANGEL,150020,USD,507
,,知米英语,NONE,,最实用的背单词神器,20264,,,138314,,508
,,找工雷达,NONE,SERVICE_INDUSTRIES,基于LBS的蓝领快速招聘平台,20264,,,31293,,509
2015-04-01 00:00:00,龙腾资本,有得卖网,A,E_COMMERCE,二手电子、电器、数码产品竞价交易平台,20264,500,ANGEL,31586,CNY,510
,,电话邦,B,SOFTWARE,电话号码库，是为用户提供电话查询服务的网站,20264,,,19762,,511
2014-10-01 00:00:00,云启创投,OK车险,A,AUTO,囊括车险投保理赔二手车汽车借贷及自驾保障等功能的移动端App,20263,,ANGEL,136970,CNY,512
2015-05-01 00:00:00,"IDG资本,云启创投",冰鉴科技,ANGEL,OTHER,小微企业征信平台,20263,,ANGEL,143029,USD,513
,,51信用卡,B_PLUS,FINANCE,基于商户和用户行为的大数据为生活服务O2O业务提供数据和平台服务,20263,,,2214,,514
2015-06-01 00:00:00,麒麟资本,Autolab,A,OTHER,专注新能源、车联网、后市场、汽车电商、创投产业的传播服务平台,20262,,A,151274,CNY,515
2015-02-01 00:00:00,"贝塔斯曼亚洲投资基金,险峰华兴,华兴资本",笨鸟海淘,A,SERVICE_INDUSTRIES,第三方转运物流服务商,20259,,A,29280,USD,516
2014-04-01 00:00:00,"贝塔斯曼亚洲投资基金,英飞尼迪集团",忆恒科技,C,INTELLIGENT_HARDWARE,面向企业的高性能固态存储产品及解决方案服务商,20259,,B,138268,USD,517
2014-12-01 00:00:00,贝塔斯曼亚洲投资基金,探探,B,SOCIAL_NETWORK,基于地理位置的移动社交工具,20259,,A,133839,USD,518
2014-07-01 00:00:00,"戈壁投资,宽带资本",刻通云KeyTone Cloud,A,SERVICE_INDUSTRIES,为企业提供混合云平台和技术服务的公司,20258,5000,A,141870,CNY,519
2014-04-01 00:00:00,戈壁投资,简书,ANGEL,CULTURE_SPORTS_ART,基于内容分享的社区，用户都可以自由地发现或是分享内容,20258,,ANGEL,5359,USD,520
2014-06-01 00:00:00,,旅行加,ANGEL,,旅行行程管理,20258,,ANGEL,143689,USD,521
2015-07-01 00:00:00,北极光创投,深圳镭神,A,INTELLIGENT_HARDWARE,激光雷达,20255,,A,154741,CNY,522
2015-07-01 00:00:00,北极光创投,深圳智航,A,OTHER,无人机,20255,,A,154742,CNY,523
2012-10-01 00:00:00,北极光创投,皮皮鲁,A,EDUCATION_TRAINING,儿童内容IP公司,20255,,A,140631,USD,524
2009-08-01 00:00:00,北极光创投,集盛星泰,B,OTHER,超级电容的研发研发商,20255,,B,140632,USD,525
2013-06-01 00:00:00,北极光创投,友宝,C,SERVICE_INDUSTRIES,智能互联网自动售货机研发、生产、销售商,20255,,A,5484,USD,526
2014-10-01 00:00:00,北极光创投,沃尔德,C,OTHER,高科技公司,20255,,C,140639,USD,527
2015-02-01 00:00:00,北极光创投,EvoCam,PRE_A,OTHER,新兴硬件,20255,,PRE_A,140716,USD,528
2015-03-01 00:00:00,五岳天下,车三宝,PRE_A,SERVICE_INDUSTRIES,二手车经销商SaaS服务,20254,,PRE_A,136051,USD,529
2015-03-01 00:00:00,五岳天下,惠装网,B,PROPERTY_AND_HOME_FURNISHINGS,第三方装修服务平台,20254,2000,A,31532,USD,530
2014-08-01 00:00:00,五岳天下,车三百,A,AUTO,二手车估值与交易服务网站,20254,,PRE_A,27652,USD,531
2015-01-01 00:00:00,五岳天下,钱小二,ANGEL,FINANCE,贷款产品搜索、比较服务平台,20254,,ANGEL,26832,USD,532
2014-06-01 00:00:00,北软天使基金,摩安卫士,A,SOFTWARE,支持双网双待/双卡双模机型的手机安全产品,20250,300,ANGEL,6104,CNY,533
2014-09-01 00:00:00,Butler Capital Partners,点通科技,C,SOFTWARE,专业呼叫中心、居家养老服务信息化平台研发及营运的服务提供商,20256,,ANGEL,17838,USD,534
2015-07-01 00:00:00,复星昆仲资本,锐问,A,GAME_ANIMATION,电子竞技娱乐公司,20246,,A,155461,USD,535
2015-06-01 00:00:00,,天平派,A,,餐饮食材B2B,20246,,A,150927,USD,536
2011-01-01 00:00:00,,千尺无限,ACQUIRED,SERVICE_INDUSTRIES,专注于无线互联网产品和服务,20246,,B,12739,USD,537
