investDate,name,company_url,investor_id,amount,phase,id
2013年6月,美灯会,http://itjuzi.com/company/9711,10549,数百万人民币,种子天使,320
2013年2月,AirWheel爱尔威,http://itjuzi.com/company/4899,10549,数百万人民币,种子天使,321
2012年1月,尚街网,http://itjuzi.com/company/1312,10549,数百万人民币,种子天使,322
2012年1月,财猫省钱浏览器,http://itjuzi.com/company/508,10549,数百万人民币,种子天使,323
2010年8月,春水堂,http://itjuzi.com/company/7749,10549,数千万人民币,A轮,324
2015年8月,爱扑网络,http://itjuzi.com/company/6964,10559,数千万人民币,A轮,325
2014年5月,华映星球,http://itjuzi.com/company/13955,10559,未透露人民币,A轮,326
2010年6月,Micamika米卡米卡,http://itjuzi.com/company/5219,10561,数百万人民币,种子天使,327
2013年8月,土曼百达TOMOON,http://itjuzi.com/company/1807,10563,数百万人民币,种子天使,328
2012年2月,超好玩,http://itjuzi.com/company/4468,10563,数百万人民币,种子天使,329
2011年12月,雷锋网,http://itjuzi.com/company/4467,10563,数百万人民币,种子天使,330
2011年5月,推图,http://itjuzi.com/company/4469,10563,数百万人民币,种子天使,331
2011年5月,星创互联,http://itjuzi.com/company/5486,10563,数百万人民币,种子天使,332
2011年3月,北京新游无限科技,http://itjuzi.com/company/1018,10563,数百万人民币,种子天使,333
2013年9月,上海新浩艺软件Hintsoft,http://itjuzi.com/company/4461,10564,25000万,收购,334
2013年8月,金山云,http://itjuzi.com/company/3151,10576,2000万,A轮,335
2012年8月,陌陌,http://itjuzi.com/company/2524,10576,4000万,B轮,336
2013年1月,联车科技A-cube联车魔方,http://itjuzi.com/company/11333,10579,数百万人民币,种子天使,337
2013年1月,HiScene海讯,http://itjuzi.com/company/503,10579,数百万人民币,种子天使,338
2012年1月,明博智创,http://itjuzi.com/company/3333,10579,数百万人民币,种子天使,339
2011年9月,刷机精灵,http://itjuzi.com/company/6816,10579,数百万人民币,种子天使,340
2011年1月,纳象云字幕,http://itjuzi.com/company/243,10579,数百万人民币,种子天使,341
2014年3月,美餐网,http://itjuzi.com/company/1776,10589,1000万,B轮,342
2014年3月,天天鲜果,http://itjuzi.com/company/807,10594,数千万美元,C轮,343
2013年10月,帮5买,http://itjuzi.com/company/2669,10595,1600万,B轮,344
2013年1月,Fields甫田网,http://itjuzi.com/company/372,10595,500万,A轮,345
2012年11月,Lumi胶原蛋白,http://itjuzi.com/company/2879,10595,数千万美元,B轮,346
2013年1月,Fields甫田网,http://itjuzi.com/company/372,10596,500万,A轮,347
2013年11月,八爪鱼在线旅游,http://itjuzi.com/company/6469,10604,15000万,A轮,348
2012年8月,天品网,http://itjuzi.com/company/2565,10606,1000万,A轮,349
2013年8月,时光网Mtime,http://itjuzi.com/company/3400,10608,数千万美元,不明确,350
2014年12月,白鹭美,http://itjuzi.com/company/18172,10618,数千万人民币,种子天使,351
2012年10月,大角虫漫画/上海童石网络,http://itjuzi.com/company/7664,10618,数千万人民币,C轮,352
2011年3月,全通教育,http://itjuzi.com/company/8170,10618,数千万人民币,不明确,353
2013年12月,OneCard万卡,http://itjuzi.com/company/8167,10619,数百万人民币,种子天使,354
2012年10月,@薇券,http://itjuzi.com/company/6418,10619,数百万人民币,种子天使,355
2012年6月,好友美食,http://itjuzi.com/company/2829,10619,数百万人民币,种子天使,356
2012年6月,新影数讯iFilmplus,http://itjuzi.com/company/5971,10619,数百万人民币,种子天使,357
2012年1月,安卓越科技,http://itjuzi.com/company/4332,10619,数百万人民币,种子天使,358
2013年3月,多贝网,http://itjuzi.com/company/1627,10620,308万,A轮,359
2012年6月,MUCH摩奇,http://itjuzi.com/company/2064,10621,数千万人民币,A轮,360
2014年9月,桔子热线,http://itjuzi.com/company/17352,10622,100万,种子天使,361
2014年9月,上海假面科技,http://itjuzi.com/company/10725,10622,100万,种子天使,362
2014年4月,优易购车,http://itjuzi.com/company/4915,10622,数百万人民币,种子天使,363
2014年2月,谁是卧底游戏助手,http://itjuzi.com/company/8702,10622,数百万人民币,种子天使,364
2013年2月,NoQ不排队-巨兴传媒,http://itjuzi.com/company/1042,10622,数百万人民币,种子天使,365
2013年2月,巨兴数码Massvig,http://itjuzi.com/company/1043,10622,数百万人民币,种子天使,366
2012年10月,别忘运动,http://itjuzi.com/company/306,10622,数百万人民币,种子天使,367
2012年10月,别忘单词,http://itjuzi.com/company/307,10622,数百万人民币,种子天使,368
2012年6月,GIU GAME格弈网络,http://itjuzi.com/company/17791,10622,数百万人民币,种子天使,369
2012年7月,杭州真趣网络,http://itjuzi.com/company/2174,10623,数千万人民币,A轮,370
2012年1月,上海移云科技,http://itjuzi.com/company/2168,10623,1000万,A轮,371
2012年1月,云游世界,http://itjuzi.com/company/1563,10623,数千万人民币,A轮,372
2014年5月,真旅网,http://itjuzi.com/company/10954,10626,数千万美元,B轮,373
2010年1月,真旅网,http://itjuzi.com/company/10954,10626,数千万美元,A轮,374
2013年10月,大掌门,http://itjuzi.com/company/928,10628,173900万,收购,375
2013年2月,动网先锋,http://itjuzi.com/company/2264,10628,81000万,收购,376
2013年7月,广州银汉科技,http://itjuzi.com/company/2263,10629,67200万,收购,377
2013年7月,盒子支付,http://itjuzi.com/company/15,10632,1000万,B轮,378
2013年1月,A+教育,http://itjuzi.com/company/5010,10633,数百万人民币,种子天使,379
2011年7月,百分点科技,http://itjuzi.com/company/2439,10634,720万,A轮,380
2013年7月,91外教网,http://itjuzi.com/company/5,10641,400万,A轮,381
2013年10月,梦之谷游戏,http://itjuzi.com/company/8217,10642,数百万人民币,种子天使,382
2014年8月,约拍,http://itjuzi.com/company/9371,10643,300万,种子天使,383
2014年2月,氧气Bra,http://itjuzi.com/company/11054,10643,130万,种子天使,384
2013年5月,遛遛宠物,http://itjuzi.com/company/1854,10643,125万,种子天使,385
2013年5月,锤子科技-锤子手机,http://itjuzi.com/company/2666,10643,7000万,A轮,386
2013年5月,珠宝网,http://itjuzi.com/company/1820,10643,100万,种子天使,387
2013年3月,有爱提醒,http://itjuzi.com/company/2328,10643,数百万人民币,种子天使,388
2013年1月,LavaRadio,http://itjuzi.com/company/1872,10643,数百万人民币,种子天使,389
2012年1月,漫博客er\魔漫相机,http://itjuzi.com/company/2961,10643,数百万人民币,种子天使,390
2011年8月,陌陌,http://itjuzi.com/company/2524,10643,数百万人民币,种子天使,391
2009年1月,触宝科技,http://itjuzi.com/company/2100,10643,数百万人民币,种子天使,392
2012年1月,巴卡罗,http://itjuzi.com/company/1897,10645,数百万人民币,种子天使,393
2015年4月,知果果网,http://itjuzi.com/company/10136,10649,370万,A轮,394
2014年11月,同心医联,http://itjuzi.com/company/15682,10649,数百万人民币,种子天使,395
2012年2月,成都恒图科技,http://itjuzi.com/company/1911,10649,数千万人民币,A轮,396
2012年1月,采云,http://itjuzi.com/company/2663,10649,500万,种子天使,397
2011年1月,ZAKER扎客,http://itjuzi.com/company/1672,10649,数千万人民币,A轮,398
2011年3月,喜事网,http://itjuzi.com/company/1345,10668,数百万人民币,种子天使,399
2013年6月,AIKEN爱肯牛仔,http://itjuzi.com/company/1364,10669,2000万,A轮,400
2015年8月,酷锐视觉Krypton Vision,http://itjuzi.com/company/25121,10670,1200万,B轮,401
2012年4月,高学网,http://itjuzi.com/company/1480,10670,数千万人民币,A轮,402
2013年6月,比酷科技,http://itjuzi.com/company/1392,10672,1000万,A轮,403
2010年6月,人人贷,http://itjuzi.com/company/1393,10672,数百万人民币,种子天使,404
2013年6月,秒拍,http://itjuzi.com/company/1182,10676,未透露人民币,收购,405
2013年1月,生日管家,http://itjuzi.com/company/1873,10676,数百万人民币,种子天使,406
2012年12月,爱看网iSee,http://itjuzi.com/company/1276,10676,未透露人民币,收购,407
2012年6月,App游戏部落,http://itjuzi.com/company/8243,10676,数百万人民币,种子天使,408
2014年7月,美喵网络,http://itjuzi.com/company/12335,10677,100万,种子天使,409
2014年4月,KnewCoin,http://itjuzi.com/company/9752,10677,未透露人民币,种子天使,410
2014年1月,远程卫士,http://itjuzi.com/company/9692,10677,50万,种子天使,411
2013年12月,爱旅行,http://itjuzi.com/company/1230,10677,数百万人民币,种子天使,412
2013年10月,貔貅交易所Peatio,http://itjuzi.com/company/8682,10677,未透露人民币,种子天使,413
2013年5月,ASICME.COM,http://itjuzi.com/company/1196,10677,数十万人民币,种子天使,414
2013年2月,KnewOne牛玩,http://itjuzi.com/company/638,10677,数十万人民币,种子天使,415
2012年6月,多听网络,http://itjuzi.com/company/305,10678,数百万人民币,种子天使,416
2013年4月,乐播,http://itjuzi.com/company/1195,10685,数百万人民币,种子天使,417
2012年8月,果酷网,http://itjuzi.com/company/1464,10685,120万,种子天使,418
2012年6月,光影华视,http://itjuzi.com/company/1235,10685,数百万人民币,A轮,419
2012年1月,四维梦工场,http://itjuzi.com/company/5897,10685,数百万人民币,种子天使,420
2012年1月,杭州热知科技,http://itjuzi.com/company/1283,10685,数百万人民币,种子天使,421
2010年4月,聚美优品,http://itjuzi.com/company/1284,10685,数百万美元,种子天使,422
2015年3月,缘创派,http://itjuzi.com/company/1257,10686,360万,A轮,423
2014年12月,小鲜粮,http://itjuzi.com/company/17160,10686,数百万人民币,种子天使,424
2014年12月,微头条,http://itjuzi.com/company/9215,10686,数百万人民币,种子天使,425
2014年3月,OKcoin比特币,http://itjuzi.com/company/5833,10686,1000万,A轮,426
2014年1月,青年菜君,http://itjuzi.com/company/13318,10686,数百万人民币,种子天使,427
2013年7月,MEIX美市网,http://itjuzi.com/company/1819,10686,未透露人民币,种子天使,428
2013年2月,OKcoin比特币,http://itjuzi.com/company/5833,10686,100万,种子天使,429
2013年1月,Autotiming云字幕,http://itjuzi.com/company/244,10686,数百万人民币,种子天使,430
2013年1月,艺达利,http://itjuzi.com/company/1286,10686,数百万人民币,种子天使,431
2012年12月,yesArt雅尚艺术,http://itjuzi.com/company/1285,10686,数百万人民币,种子天使,432
2012年8月,果酷网,http://itjuzi.com/company/1464,10686,120万,种子天使,433
2010年10月,商印网,http://itjuzi.com/company/6841,10686,50万,种子天使,434
2010年8月,泰捷软件Togic-泰捷视频,http://itjuzi.com/company/1632,10686,数百万人民币,种子天使,435
2013年10月,CSDN,http://itjuzi.com/company/5753,10687,数千万美元,A轮,436
2006年9月,易宝支付YeePay,http://itjuzi.com/company/5223,10687,数千万美元,A轮,437
2012年10月,渡维科技Transmension,http://itjuzi.com/company/5200,10688,数百万美元,A轮,438
2011年10月,马可波罗,http://itjuzi.com/company/5195,10688,数千万美元,A轮,439
2010年11月,赢销通WinChannel,http://itjuzi.com/company/5225,10688,数千万美元,A轮,440
2013年6月,EEPlat云鹤平台,http://itjuzi.com/company/1153,10690,数十万人民币,种子天使,441
2012年3月,Makeblock,http://itjuzi.com/company/1000,10690,数十万美元,种子天使,442
2011年10月,SmarTots聪明多,http://itjuzi.com/company/892,10690,100万,种子天使,443
2011年5月,iPeen爱评网,http://itjuzi.com/company/1207,10694,100万,A轮,444
2012年3月,快牙,http://itjuzi.com/company/1215,10695,数百万人民币,种子天使,445
2012年7月,爱美味,http://itjuzi.com/company/1221,10705,200万,A轮,446
2013年11月,易云捷讯Eayun,http://itjuzi.com/company/8238,10712,数千万人民币,B轮,447
2012年6月,品尚红酒网,http://itjuzi.com/company/8962,10712,10000万,B轮,448
2011年8月,易云捷讯Eayun,http://itjuzi.com/company/8238,10712,数百万人民币,A轮,449
2011年1月,微拍,http://itjuzi.com/company/1712,10712,数百万人民币,种子天使,450
2014年9月,Spottly,http://itjuzi.com/company/3784,10719,85万,种子天使,451
2013年8月,美集,http://itjuzi.com/company/3775,10719,数十万美元,种子天使,452
2013年1月,Boxc宝库西,http://itjuzi.com/company/3786,10720,数十万美元,种子天使,453
2012年11月,Cubie Messenger,http://itjuzi.com/company/1048,10720,110万,种子天使,454
2012年5月,巨鹿移动,http://itjuzi.com/company/1047,10720,数十万美元,种子天使,455
2011年12月,ChinaNetCloud云络科技,http://itjuzi.com/company/3779,10720,数十万美元,种子天使,456
2011年9月,Affinity China,http://itjuzi.com/company/3788,10720,60万,种子天使,457
2015年5月,车点点,http://itjuzi.com/company/12920,10721,数千万人民币,Pre-A轮,458
2015年3月,缘创派,http://itjuzi.com/company/1257,10721,360万,A轮,459
2014年8月,泡泡洗衣,http://itjuzi.com/company/14475,10721,数百万人民币,种子天使,460
2014年3月,OKcoin比特币,http://itjuzi.com/company/5833,10721,1000万,A轮,461
2013年10月,康诺云康诺365,http://itjuzi.com/company/2881,10721,1000万,A轮,462
2013年7月,大姨吗,http://itjuzi.com/company/300,10721,数百万人民币,A轮,463
2013年5月,爱站网,http://itjuzi.com/company/7143,10721,数百万人民币,种子天使,464
2012年10月,珠宝网,http://itjuzi.com/company/1820,10721,数百万人民币,种子天使,465
2011年12月,快秀,http://itjuzi.com/company/1065,10721,数百万人民币,种子天使,466
2011年10月,同步推,http://itjuzi.com/company/2550,10721,数百万人民币,种子天使,467
2011年1月,PBA智能肌肤管家,http://itjuzi.com/company/13899,10721,数百万人民币,种子天使,468
2011年1月,厦门飞博共创网络,http://itjuzi.com/company/2644,10721,数百万人民币,种子天使,469
2011年1月,冷笑话精选,http://itjuzi.com/company/2641,10721,数百万人民币,种子天使,470
2010年1月,欣欣旅游,http://itjuzi.com/company/4153,10721,未透露人民币,A轮,471
2009年5月,4399游戏网,http://itjuzi.com/company/14595,10721,数百万人民币,种子天使,472
2009年1月,美图秀秀,http://itjuzi.com/company/7172,10721,数百万人民币,种子天使,473
2006年3月,动网先锋,http://itjuzi.com/company/2264,10721,数百万人民币,种子天使,474
2006年1月,汽车之家,http://itjuzi.com/company/6357,10721,数百万人民币,种子天使,475
2013年5月,Driving Curve,http://itjuzi.com/company/933,10722,数十万美元,种子天使,476
2013年5月,Citiesocial,http://itjuzi.com/company/932,10722,数十万美元,种子天使,477
2013年1月,Roam & Wander,http://itjuzi.com/company/935,10722,数百万美元,A轮,478
2015年5月,天天网,http://itjuzi.com/company/277,10723,数千万人民币,B轮,479
2012年1月,Eyesmart释码大华科技,http://itjuzi.com/company/8916,10723,数千万人民币,A轮,480
2014年8月,杭州同盾科技FraudMetrix,http://itjuzi.com/company/5798,10724,1000万,A轮,481
2014年1月,数字天堂Dcloud HBuilder,http://itjuzi.com/company/10959,10724,数百万人民币,种子天使,482
2013年12月,哪上班,http://itjuzi.com/company/3528,10724,未透露人民币,种子天使,483
2013年5月,Dr.drinks星球饮品系统,http://itjuzi.com/company/8986,10724,300万,种子天使,484
2012年8月,大众点评网,http://itjuzi.com/company/8873,10724,6400万,D轮,485
2012年4月,宝宝拍拍,http://itjuzi.com/company/2872,10724,数十万人民币,种子天使,486
2013年6月,雪球财经,http://itjuzi.com/company/960,10725,1000万,B轮,487
2012年4月,Gif快手,http://itjuzi.com/company/519,10725,数百万美元,A轮,488
2015年8月,唯唯游,http://itjuzi.com/company/24617,10726,1000万,Pre-A轮,489
2015年3月,甩单宝,http://itjuzi.com/company/20593,10726,数百万人民币,种子天使,490
2014年10月,挑食火锅送,http://itjuzi.com/company/8031,10726,数百万人民币,种子天使,491
2013年8月,有品PICOOC,http://itjuzi.com/company/3464,10726,数百万人民币,种子天使,492
2013年1月,车托帮,http://itjuzi.com/company/1939,10726,数百万人民币,种子天使,493
2013年1月,91外教网,http://itjuzi.com/company/5,10726,数百万人民币,种子天使,494
2013年1月,Autotiming云字幕,http://itjuzi.com/company/244,10726,数百万人民币,种子天使,495
2012年12月,飞速,http://itjuzi.com/company/94,10726,数百万人民币,种子天使,496
2012年11月,51信用卡,http://itjuzi.com/company/1904,10726,600万,种子天使,497
2012年10月,珠宝网,http://itjuzi.com/company/1820,10726,数百万人民币,种子天使,498
2012年6月,好友美食,http://itjuzi.com/company/2829,10726,数百万人民币,种子天使,499
2012年6月,音贝网,http://itjuzi.com/company/2639,10726,数百万人民币,种子天使,500
2012年6月,师兄帮帮忙,http://itjuzi.com/company/1365,10726,数百万人民币,种子天使,501
2012年6月,MediaCross云联网络,http://itjuzi.com/company/1073,10726,数百万人民币,种子天使,502
2012年4月,万表网,http://itjuzi.com/company/4333,10726,数百万人民币,种子天使,503
2012年1月,Marketboomer拍家网,http://itjuzi.com/company/1852,10726,数百万人民币,种子天使,504
2012年1月,上海逸香高端定制,http://itjuzi.com/company/3218,10726,数百万人民币,种子天使,505
2012年1月,安卓越科技,http://itjuzi.com/company/4332,10726,数百万人民币,种子天使,506
2011年12月,快秀,http://itjuzi.com/company/1065,10726,数百万人民币,种子天使,507
2011年12月,创投圈,http://itjuzi.com/company/2546,10726,数百万人民币,种子天使,508
2011年10月,易科YeeCco,http://itjuzi.com/company/1840,10726,数百万人民币,种子天使,509
2011年8月,杀价帮,http://itjuzi.com/company/2554,10726,数百万人民币,种子天使,510
2011年7月,博看文思,http://itjuzi.com/company/3465,10726,数百万人民币,种子天使,511
2011年1月,TopGame游矩乐成,http://itjuzi.com/company/1804,10726,数百万人民币,种子天使,512
2011年1月,筋斗云游戏,http://itjuzi.com/company/2373,10726,数百万人民币,种子天使,513
2010年9月,酷盘Kanbox,http://itjuzi.com/company/651,10726,数百万人民币,种子天使,514
2010年7月,益商优势,http://itjuzi.com/company/1068,10726,数百万人民币,种子天使,515
2010年6月,雪球财经,http://itjuzi.com/company/960,10726,数百万人民币,种子天使,516
2008年1月,DealeXtreme帝科思DX,http://itjuzi.com/company/12715,10726,数百万人民币,种子天使,517
2006年1月,汽车之家,http://itjuzi.com/company/6357,10726,数百万人民币,种子天使,518
2013年6月,千夜旅游,http://itjuzi.com/company/1002,10730,1000万,A轮,519
2015年5月,WiFi万能钥匙,http://itjuzi.com/company/10160,10739,5200万,A轮,520
2014年11月,妈妈咪呀,http://itjuzi.com/company/25626,10739,数千万人民币,A轮,521
2014年9月,爱抢购,http://itjuzi.com/company/308,10739,数千万人民币,A轮,522
2014年7月,新农哥坚果,http://itjuzi.com/company/10119,10739,5000万,A轮,523
2013年7月,多听网络,http://itjuzi.com/company/305,10739,数百万人民币,A轮,524
2011年6月,豆果网,http://itjuzi.com/company/1796,10739,1200万,A轮,525
2011年6月,驱动人生,http://itjuzi.com/company/10849,10739,数千万人民币,A轮,526
2011年1月,调查派,http://itjuzi.com/company/4434,10739,数百万人民币,A轮,527
2010年1月,美食杰,http://itjuzi.com/company/4168,10739,数百万人民币,A轮,528
2011年1月,天天鲜果,http://itjuzi.com/company/807,10744,数百万人民币,A轮,529
2011年1月,趣游,http://itjuzi.com/company/4075,10747,数千万美元,B轮,530
2009年1月,趣游,http://itjuzi.com/company/4075,10747,数百万美元,A轮,531
2012年10月,Diggerlab滴博网络,http://itjuzi.com/company/839,10753,30万,种子天使,532
2012年9月,云巅Owtware,http://itjuzi.com/company/653,10757,数百万美元,A轮,533
2010年11月,赢销通WinChannel,http://itjuzi.com/company/5225,10757,数千万美元,A轮,534
2011年10月,酷盘Kanbox,http://itjuzi.com/company/651,10758,2000万,B轮,535
2011年1月,酷盘Kanbox,http://itjuzi.com/company/651,10758,500万,A轮,536
2014年3月,上海缔安软件AOLC,http://itjuzi.com/company/3585,10763,数千万人民币,种子天使,537
2014年1月,享读ShareReader,http://itjuzi.com/company/775,10763,数百万人民币,A轮,538
2014年1月,碉堡资讯,http://itjuzi.com/company/9060,10763,数百万人民币,A轮,539
2014年1月,房产销冠-卡考网络,http://itjuzi.com/company/12852,10763,数千万人民币,A轮,540
2013年11月,创新派,http://itjuzi.com/company/7983,10763,500万,种子天使,541
2013年10月,车商通SCRM,http://itjuzi.com/company/2581,10763,1000万,A轮,542
2013年1月,杭州木桃科技,http://itjuzi.com/company/2232,10763,数百万人民币,种子天使,543
2013年1月,SegmentFault,http://itjuzi.com/company/2563,10763,数百万人民币,种子天使,544
2012年10月,知微,http://itjuzi.com/company/717,10763,数百万人民币,种子天使,545
2012年8月,优微,http://itjuzi.com/company/716,10763,数百万人民币,A轮,546
2012年6月,虎嗅网,http://itjuzi.com/company/3183,10763,数百万人民币,A轮,547
2012年1月,微拍,http://itjuzi.com/company/1712,10763,数百万人民币,A轮,548
2014年4月,同程旅游,http://itjuzi.com/company/7484,10764,20000万,D轮,549
2013年5月,快捷酒店管家,http://itjuzi.com/company/731,10764,600万,A轮,550
2013年6月,比酷科技,http://itjuzi.com/company/1392,10766,1000万,A轮,551
2013年2月,SDS,http://itjuzi.com/company/7948,10766,数百万人民币,种子天使,552
2012年2月,U医U药,http://itjuzi.com/company/2843,10766,数百万人民币,A轮,553
2012年2月,观众天下,http://itjuzi.com/company/2844,10766,数百万人民币,A轮,554
2012年1月,比酷科技,http://itjuzi.com/company/1392,10766,数百万人民币,种子天使,555
2011年12月,乐啊科技,http://itjuzi.com/company/2544,10766,1000万,A轮,556
2014年4月,弹吧-趣乐科技,http://itjuzi.com/company/14939,10767,数百万人民币,种子天使,557
2014年4月,网脊运维通,http://itjuzi.com/company/9671,10767,300万,种子天使,558
2014年4月,天使客,http://itjuzi.com/company/9862,10767,200万,种子天使,559
2014年1月,邻家医生,http://itjuzi.com/company/10683,10767,数百万人民币,种子天使,560
2013年10月,放心美,http://itjuzi.com/company/2227,10767,400万,种子天使,561
2013年6月,成都艾塔科技,http://itjuzi.com/company/7724,10767,数百万人民币,种子天使,562
2013年5月,绿豆刷机,http://itjuzi.com/company/7457,10767,数百万人民币,种子天使,563
2013年3月,鱼丸手游吧,http://itjuzi.com/company/13863,10767,1000万,种子天使,564
2013年1月,Autotiming云字幕,http://itjuzi.com/company/244,10767,数百万人民币,种子天使,565
2013年1月,搭伴玩,http://itjuzi.com/company/996,10767,数百万人民币,种子天使,566
2013年1月,被窝音乐-柠檬海,http://itjuzi.com/company/2071,10767,数百万人民币,种子天使,567
2012年12月,拓词toWords,http://itjuzi.com/company/1928,10767,数百万人民币,种子天使,568
2012年9月,房多多,http://itjuzi.com/company/2143,10767,数百万人民币,种子天使,569
2012年8月,歪伯乐Ybole,http://itjuzi.com/company/2079,10767,100万,种子天使,570
2012年7月,金斧子,http://itjuzi.com/company/3030,10767,数百万人民币,种子天使,571
2012年6月,遇见,http://itjuzi.com/company/2089,10767,数百万人民币,种子天使,572
2012年6月,爱秀吧,http://itjuzi.com/company/1038,10767,数百万人民币,种子天使,573
2012年6月,麦圈,http://itjuzi.com/company/1039,10767,数百万人民币,种子天使,574
2012年6月,Padgram悦然心动,http://itjuzi.com/company/784,10767,100万,种子天使,575
2012年4月,葡萄生活-葡萄信息,http://itjuzi.com/company/2907,10767,数百万人民币,种子天使,576
2012年3月,木桶网Moooton,http://itjuzi.com/company/6742,10767,1000万,A轮,577
2012年2月,成都云创新Meet Studio,http://itjuzi.com/company/3899,10767,数百万人民币,种子天使,578
2012年1月,GAYA3D盖亚桌面,http://itjuzi.com/company/3187,10767,数百万人民币,种子天使,579
2011年11月,懒宝网,http://itjuzi.com/company/2988,10767,数百万人民币,种子天使,580
2011年10月,MUCH摩奇,http://itjuzi.com/company/2064,10767,3000万,种子天使,581
2011年9月,吉屋网,http://itjuzi.com/company/2727,10767,400万,种子天使,582
2011年8月,清风游戏,http://itjuzi.com/company/4750,10767,数百万人民币,种子天使,583
2011年7月,8684本地,http://itjuzi.com/company/4619,10767,数百万人民币,种子天使,584
2011年3月,深圳道熙科技,http://itjuzi.com/company/4756,10767,数百万人民币,种子天使,585
2011年1月,广州创游,http://itjuzi.com/company/4431,10767,数百万人民币,种子天使,586
2011年1月,深圳源通世纪,http://itjuzi.com/company/4761,10767,数百万人民币,种子天使,587
2010年7月,深圳禅游科技ZenGame,http://itjuzi.com/company/4749,10767,数百万人民币,种子天使,588
2010年5月,OlivePhone橄榄无线,http://itjuzi.com/company/2350,10767,数百万人民币,种子天使,589
2010年4月,贝瓦网,http://itjuzi.com/company/2062,10767,未透露人民币,种子天使,590
2010年1月,淘乐网络,http://itjuzi.com/company/4711,10767,数百万人民币,种子天使,591
2010年1月,太能沃可Talentwalker,http://itjuzi.com/company/8042,10767,数百万人民币,种子天使,592
2009年12月,深圳盛游网络,http://itjuzi.com/company/4519,10767,数百万人民币,种子天使,593
2009年8月,美食杰,http://itjuzi.com/company/4168,10767,100万,种子天使,594
2009年4月,51MyPC,http://itjuzi.com/company/8288,10767,未透露人民币,种子天使,595
2008年1月,派瑞安擎ParaEngine,http://itjuzi.com/company/4745,10767,数百万美元,A轮,596
2007年4月,派瑞安擎ParaEngine,http://itjuzi.com/company/4745,10767,数百万人民币,种子天使,597
2007年1月,深圳快播科技,http://itjuzi.com/company/3999,10767,数百万人民币,种子天使,598
2014年4月,VegoTV,http://itjuzi.com/company/8405,10774,未透露人民币,A轮,599
2014年3月,东方嘉禾,http://itjuzi.com/company/8404,10774,未透露人民币,A轮,600
2014年1月,就医160网,http://itjuzi.com/company/563,10774,数千万人民币,A轮,601
2014年1月,深圳宁远科技,http://itjuzi.com/company/564,10774,未透露人民币,A轮,602
2013年5月,泡泡玛特POP Mart,http://itjuzi.com/company/8347,10774,数千万人民币,A轮,603
2013年2月,北京智游网安科技,http://itjuzi.com/company/2511,10774,1000万,A轮,604
2011年3月,三茅人力资源,http://itjuzi.com/company/408,10781,数百万人民币,种子天使,605
2013年9月,基金豆,http://itjuzi.com/company/5106,10782,数百万人民币,种子天使,606
2012年1月,资信客,http://itjuzi.com/company/425,10782,数十万美元,种子天使,607
2012年8月,LikeShow莱可秀,http://itjuzi.com/company/443,10785,数十万人民币,种子天使,608
2012年1月,Infomorrow英莫信息,http://itjuzi.com/company/445,10785,数十万人民币,种子天使,609
2012年1月,果盒网络,http://itjuzi.com/company/448,10785,100万,种子天使,610
2012年1月,坚果云,http://itjuzi.com/company/446,10785,数百万人民币,种子天使,611
2010年8月,TimaNetworks钛马,http://itjuzi.com/company/447,10785,数百万人民币,种子天使,612
2014年1月,WeeGo我去旅行,http://itjuzi.com/company/1094,10793,数百万美元,A轮,613
2011年1月,BEKIZ童壹库,http://itjuzi.com/company/5189,10793,1500万,A轮,614
2013年5月,帆悦信息,http://itjuzi.com/company/624,10797,数百万美元,收购,615
2012年11月,飞流九天,http://itjuzi.com/company/625,10797,数十万美元,收购,616
2013年1月,Everstring万维思源,http://itjuzi.com/company/703,10801,160万,种子天使,617
2012年12月,啪啪三国,http://itjuzi.com/company/2420,10802,数百万人民币,种子天使,618
2011年5月,宝贝全计划,http://itjuzi.com/company/918,10802,数百万人民币,种子天使,619
2011年3月,脉可寻,http://itjuzi.com/company/7730,10802,未透露人民币,种子天使,620
2014年4月,北京乐赢互动75wan.cn,http://itjuzi.com/company/11619,10805,未透露人民币,A轮,621
2013年10月,搞趣网,http://itjuzi.com/company/5471,10805,数百万人民币,A轮,622
2013年10月,缘创派,http://itjuzi.com/company/1257,10805,数百万人民币,种子天使,623
2013年3月,上海小葱网络,http://itjuzi.com/company/1117,10805,750万,A轮,624
2013年1月,游戏群,http://itjuzi.com/company/6877,10805,数百万人民币,种子天使,625
2014年12月,微糖,http://itjuzi.com/company/15346,10809,数百万人民币,A轮,626
2014年12月,博医帮,http://itjuzi.com/company/4743,10809,数百万人民币,A轮,627
2013年3月,Zampus晶赞科技,http://itjuzi.com/company/5199,10809,2000万,A轮,628
2011年9月,喜事网,http://itjuzi.com/company/1345,10809,数百万美元,A轮,629
2012年1月,花生共和,http://itjuzi.com/company/1346,10813,数百万美元,A轮,630
2013年8月,苏摩科技,http://itjuzi.com/company/3231,10815,8746万,收购,631
2013年8月,上海美峰数码,http://itjuzi.com/company/3241,10815,35700万,收购,632
2011年4月,天一讯灵,http://itjuzi.com/company/1585,10815,3600万,A轮,633
2010年9月,乐乐堂,http://itjuzi.com/company/1596,10815,数百万人民币,种子天使,634
2011年7月,返利网,http://itjuzi.com/company/1634,10817,数千万美元,A轮,635
2011年2月,悠易互通,http://itjuzi.com/company/6871,10818,2000万,B轮,636
2009年12月,悠易互通,http://itjuzi.com/company/6871,10818,数百万美元,A轮,637
