phase,investor_id,brief,name,id
已完成 A 轮融资,69,永洪科技是一家大数据服务和BI商业智能分析服务商，专业从事数据治理和数据价值发掘，旗下产品有Yonghong Z-Suite等。隶属于北京永洪商智科技有限公司。,永洪科技,195
Pre-IPO,70,海润影视制作有限公司是目前国内最大民营影视制作公司，年平均产量电视剧600多部剧集，制作业绩已超过大多数国营公司。,海润影视,196
已完成 B 轮融资,70,北京影谱互动媒体科技有限公司依托公司在互动视频技术、网络视频技术和在线广告技术等领域的领先优势，致力于开发具有革命性意义和商业价值的数字娱乐技术，于2014年重拳出击在线视频植入广告和互动视频市场。,影谱科技,197
已完成天使轮融资,70,疯贴-Fun是一个基于图片的移动社交应用，用户可以直接在照片上吐槽，也可以在图片上描绘生活的美好—你可以在自己或别人发出的图片上，任加评论或表情贴图。,疯贴,198
已完成 B 轮融资,70,节操精选是一个主打奇葩、搞笑段子的手机娱乐应用，北京爱声声科技有限公司旗下。,节操精选,199
已完成天使轮融资,71,有视角的商业资讯与交流平台。,虎嗅,200
已完成 B 轮融资,71,手机微视频社交应用。,微拍,201
已完成天使轮融资,71,程序员问答社区，为开发者提供高效的解决问题平台。,SegmentFault,202
已完成天使轮融资,71,关注汽车行业的社会化客户关系管理解决方案提供商，为汽车厂商、4S店等 提供客户关系管理微信公众号解决方案等。,车商通,203
已完成天使轮融资,71,房产服务平台，主打产品为房产销冠app，通过移动互联网创新并改造房地产行业营销环节，通过对楼盘销售的轻量化CRM系统（房产销冠APP）升级，同时打通全民经纪人分销系统（微经纪），实现外围销售系统与案场销售管理的高度契合，提高客户匹配度。,房产销冠/卡考网络,204
已完成天使轮融资,72,云造从事于智能代步工具的设计、研发、销售、社区运营，旨在以智能移动技术改变人们的出现生活方式。“智行车™”是协同用户、厂家一起用智能技术、数据分析、设计创新来创造全新时代的代步出行工具的开放社区。,云造电动车,205
已完成 A 轮融资,72,灯具解决方案专家。零配置，即插即用，彩色LED节能灯泡，无线WI-FI网络控制，可通过多平台智能手机App远程控制。,Yeelight,206
已完成 A 轮融资,72,手机上的英语学习平台，前身是优趣背单词，旗下包括知米背单词、知米听力等。,知米英语,207
已完成 A 轮融资,73,公司成立于2012年5月，公司创始人来自美国。甜派专注于移动互联网及电子商务，借助优质的行业资源，致力于开发及运营移动电子商务应用软件及平台。 已推出手机蛋糕预定App【蛋定】，及一系列针对甜品、美食领域的O2O移动应用软件。,甜派,208
已完成 A 轮融资,73,前身叫我要看牙网，是一个牙齿健康手机应用。 可以用爱牙的巴士刷牙小助手，每天保持正确刷牙；可以用症状查查先了解自己牙齿症状；可以用牙医问问免费咨询专业牙医；想知道身边有哪些优质牙科医院，可以用找找牙科发现身边的牙科。,爱牙,209
已完成 C 轮融资,74,蘑菇街是一个女性购物分享及导购社区。杭州卷瓜网络有限公司旗下网站。,蘑菇街,210
已完成 B 轮融资,74,UCloud云计算隶属于上海优刻得信息科技有限公司，专注于IAAS（基础架构云计算）的产品研发与运营服务。,Ucloud,211
已完成 B 轮融资,74,团车网是一个汽车及汽车用品团购网站，用户可以参加汽车装饰、汽车用品、 二手车、汽车保险、维修保养、学车租车等团购，团车互联网信息服务（北京）有限公司旗下。,团车网,212
已完成天使轮融资,74,爱点击iClick是一家在线广告需求方平台(Buy-side Platform)，为广告主计划、投放及优化多渠道广告投放，包括︰搜索推广、展示广告、社交媒体及移动终端。,iclick,213
已完成 B 轮融资,74,专注于互联网招聘的服务网站，3W咖啡旗下网站。隶属于北京拉勾网络技术有限公司。,拉钩网,214
已完成天使轮融资,75,虾baby是一个原产地小龙虾品牌，主营麻辣小龙虾、精品海鲜、牛板筋、精酿啤酒等夜宵食品，以O2O为主营模式，配送范围覆盖北京市6环以内主要社区。,虾baby,215
已完成天使轮融资,75,闪电刷是一家移动支付技术研发公司，提供了一种全新的支付方式，用户持公交卡、银联闪付卡贴在 NFC 手机背部即可扣掉卡里的电子现金，完成支付。团队成员来自豌豆荚、百度、谷歌、美丽说等知名互联网公司。,闪电刷,216
已被并购,76,艾德思奇adSage是一家数字营销和广告技术公司。,艾德思奇,217
已完成 B 轮融资,76,中国领先的微信第三方服务提供商、微商运营商，及移动OA提供商。,微盟,218
已完成 B 轮融资,76,中国领先的情侣社交应用。,小恩爱,219
已被并购,76,亚太领先的音乐娱乐全产业链集团。,海蝶音乐,220
已被并购,76,国内最大的搜索引擎及互联网广告公司之一。,煜唐联创（品众互动）,221
已完成 B 轮融资,77,实现资源秒级响应并按秒计费的基础云服务商,青云qingcloud,222
已完成 C 轮融资,77,基于手机平台的代驾服务平台,e代驾,223
已完成 A 轮融资,77,基于移动互联网技术开发的全免费手机管车配货平台,运满满,224
已完成 B 轮融资,78,网络视频综合服务商，全面覆盖电视端、PC端、手机端、PAD端，此前叫奇艺。,爱奇艺,225
已上市,78,致力于制作、发行影视产品的文化创意企业，旗下有全资子公司浙江金球影业有限公司、浙江金溪影视有限公司、杭州大策广告有限公司，是国内目前规模最大、实力最强的民营影视企业之一，也是经国家商务部、文化部、国家广电总局、新闻出版总署四部委批准的首批国家文化出口重点企业。,华策,226
已完成天使轮融资,78,手机游戏和网页游戏公司，2013年前以研发WebGame为主，研发过3款WebGame产品，代表作品是传奇类页游《怒斩》；2013年年中开始转向基于Unity3D的重度ARPG手游研发，主打产品为《全民奇迹》。,天马时空,227
已完成 C 轮融资,79,以经期健康为核心，关爱女性健康的手机应用,大姨吗,228
已完成 A 轮融资,79,健身及减肥服务平台，队针对不同类型、不同需求的健身人群给出饮食和训练的建议和指导。,FitTime睿健时代,229
已完成 B 轮融资,80,"随手记是一个移动互联理财平台，主要为用户提供个人理财产品——随手记相关的iphone,android客户端以及记账网站。",随手记,230
已完成 B 轮融资,80,深圳柔宇科技（Royole）致力于从事柔性显示背板技术的研究开发和产业化。,柔宇科技,231
已完成 A 轮融资,80,Formax Group（福亿）是一家金融及证券业务在线交易平台，目前主打外汇在线交易平台，为全球客户提供外汇、黄金、白银、原油等多种产品。,FORMAX,232
已完成 A 轮融资,80,英威诺是一家移动互联网内容运营与服务提供商，整合用户、运营商、终端商、内容与服务商之需求，提供独特的移动聚合产品及服务，覆盖自媒体平台、移动阅读等。,英威诺,233
已完成天使轮融资,80,Push极光推送是Android平台的消息推送服务平台，让开发者可以向其APP的用户推送通知或者消息，与用户互动，深圳市和讯华谷信息技术有限公司旗下。,极光推送（jpush）,234
已完成天使轮融资,81,服务于塑料行业的跨境电商平台，由山东支点信息科技有限公司开发及运营，团队成员皆为从事塑料行业全球市场营销、生产技术管理以及互联网运营推广的资深人士，拥有丰富的行业经验及全球资源。,Lookingplas,235
已完成天使轮融资,81,装修O2O服务平台，可以让家装业主和工长建立直接联系、价格透明、去中介化的平台。,家十分,236
已完成 A 轮融资,82,第三方代收货服务平台，覆盖上海和北京主要的社区、学校、商业区以及地铁沿线。,收货宝,237
已完成 B 轮融资,82,"中国首家跨屏联动视频广告平台,可实现跨网络、跨终端、跨屏幕、跨媒体广告投放及数据计算。",云联科技,238
已完成 A 轮融资,82,国内第一款针对女性美胸、个性化推荐合适内衣的APP。,解放杯,239
已完成 A 轮融资,82,定位于时尚环保的个人智能穿戴交通工具，总部位于美国加州。,ACTON,240
已完成 A 轮融资,82,创新的眼镜零售品牌，通过流动验光车提供免费处方验光的服务，让用户足不出户配眼镜。,伊视可眼镜,241
已上市,83,旅行领域的垂直搜索及预订服务网站，可以在线预订机票、酒店、度假产品等，北京趣拿信息技术有限公司旗下产品。,去哪儿,242
已完成 D 轮以上融资,83,女性时尚社区和社会化电商平台，致力于为女性用户提供最美丽的时尚购物体验，用互联网技术为她们解决“怎么穿，哪里买”的问题。,美丽说,243
已上市,83,世纪互联成立于1999年，是一家第三方的互联网基础设施服务提供商，向客户提供业界领先的服务器及网络设备托管服务、管理式网络服务、内容分发网络服务及云计算服务，2011年4月在纳斯达克上市。,世纪互联,244
已完成 D 轮以上融资,84,e家洁是一个网络保洁服务平台，支持用微信、APP叫阿姨提供保洁服务。隶属于北京新车云信息技术有限公司。,e家洁,245
已完成天使轮融资,84,INXX是世界顶尖潮流时装买手店INXX的同名品牌，主打暗黑系列时装，将街头文化与时装融合在一起，推出的限量设计款，深受明星喜爱。,INXX,246
已完成 D 轮以上融资,85,嘀嘀打车（后更名为滴滴打车）是一个手机智能叫车系统，帮助乘客随时随地、方便快捷的叫到出租车，帮助司机低成本更方便的接受预订。,滴滴打车,247
已完成 B 轮融资,85,养车点点是一个汽车后市场的移动O2O服务平台，包括商户版、车主版，提供洗车、保养、在线专家提问等各类汽车对接服务，杭州小卡科技有限公司旗下产品。,养车点点,248
已完成 A 轮融资,85,运满满是一家基于移动互联网技术开发的全免费手机管车配货平台，致力于公路运输行业，为车找货（配货）、货找车（托运）提供全面的信息及交易服务。上海细微信息咨询有限公司旗下产品。,运满满,249
已完成 A 轮融资,85,友友租车是一个P2P模式的私家车租车分享平台，会员可以通过平台租赁周围的闲置私家车，或者出租自己的闲余车辆给别人，北京友友联创信息技术有限公司旗下网站。,友友租车,250
已完成天使轮融资,86,Oculii是一家智能汽车科技公司。,Oculii,251
已完成天使轮融资,86,"国科天成（北京）科技有限公司（简称""国科天成""）是隶属于中国科学院空间应用工程与技术中心，由联想控股投资的高新技术企业，从事高性能GNSS核心算法研发和多系统高动态、高精度卫星导航产品的设计、开发和生产，为航空、航天和军用领域。",国科天成,252
已完成天使轮融资,86,宁波索福人能源技术有限公司创立于2014年，是一家从事固体氧化物燃料电池（Solid Oxide Fuel Cell，SOFC）发电系统研发的高科技公司。,宁波索福人能源技术有限公司,253
已完成天使轮融资,86,聚富科技从事3D打印机业务。,聚富科技,254
已完成 A 轮融资,87,房产全民众销O2O平台，提供房产市场渠道营销服务和房产经纪人推荐、对接服务等。,好屋中国,255
已完成 B 轮融资,87,为K12阶段学生提供作业解答、教学辅导的移动应用，提供作业云搜索、辅导、拍照获得题目解答服务等。,学习宝,256
已完成 A 轮融资,87,一家在线旅游综合分销平台，提供国内短线、国内长线、出境旅游、自由行、机票预定、租车、门票等全线旅游产品的在线同业分销平台。,八爪鱼在线旅游,257
已完成 B 轮融资,87,专注于移动互联网综合数据服务，服务内容从基本的数据统计，到深入的数据分析、挖掘等。,TalkingData,258
已完成 B 轮融资,87,软硬件结合的运动健康服务商，通过咕咚手环、APP等监测用户运动睡眠等，并在云端建立个人健康档案。,咕咚,259
已完成 A 轮融资,87,在线贷款服务平台，提供各类贷款对接、问答、资讯服务等。,易贷网,260
已完成 B 轮融资,87,总部位于上海，主要业务由网络安全咨询及评估、国外网络安全及优化产品的中国市场推广以及自主知识产权网络安全产品三部分组成。网络安全咨询及评估、网络安全及优化整体解决方案提供商。,上讯信息,261
已完成 B 轮融资,88,正益无线旗下拥有国内最大的移动应用开发平台AppCan.cn， 在移动技术与移动互联网应用方面有着深厚的技术底蕴和丰富的项目实施经验， 是专注于为软件开发者和企事业单位，提供最前沿的移动应用技术与企业移动信息化整体解决方案的国家高新技术企业。,正益无线,262
已完成 A 轮融资,88,来一火是一家展业的火锅品类外送服务平台，为消费者提供火锅相关产品及多场景体验式服务。成都雅隆商贸有限公司旗下网站。,来一火,263
已完成 A 轮融资,88,上海悦体成立于2012年，专注于体育移动互联网开发、社会化体育媒体探索，旗下移动应用有球迷TV™、滑手们、运动画报均在各自细分领域内突破创新，深受体育迷、媒体、资本好评。,上海悦体,264
已完成 D 轮融资,89,潮流品牌商品销售平台。借助中国潮流产业的发展和YOHO!在平面媒体、网络社区、线下活动等产品的推广，目前已有200多个品牌“入驻”销售。,Yoho！有货,265
已完成 B 轮融资,89,O2O模式的家政及家庭服务平台，提供家务包年服务，提供全年52次(每周1次)专业的日式家庭保洁服务。,好慷家政,266
已完成 A 轮融资,89,前身是性价比app，是一个情趣用品移动电商及社区平台。,他趣,267
已完成 C 轮融资,90,OneAPM是一个应用性能管理云解决方案服务平台，支持web app和mobile app，中国的New Relic，北京蓝海讯通科技有限公司旗下产品。,OneAPM,268
已完成 B 轮融资,90,A.I.Nemo小鱼在家是一个主打陪伴家人概念的家庭智能陪伴机器人，推动家人之间的联系与交流，北京小鱼儿科技有限公司旗下产品。,小鱼在家,269
已完成 B 轮融资,90,XAIRCRAFT（极飞科技）是一家无人机解决方案技术公司，设计、制造、销售多旋翼飞行控制器及无人机载机等产品，隶属于广州极飞电子科技有限公司。,极飞无人机,270
已完成 B 轮融资,90,UcPaas云之讯网络是一家专注于主打通讯服务的云平台，为互联网、移动互联网的广大开发者和企业提供通讯能力的云计算PaaS平台，支持构建语音、短信、VOIP、视频等解决方案。,云之讯,271
已完成 C 轮融资,90,蜻蜓fm是一款收听广播电台的工具，提供全球在线新闻、音乐、经济、娱乐等3000多个电台频道，以及主播电台、有声读物、各类播客等点播内容。上海倾听信息技术有限公司旗下。,蜻蜓FM,272
已完成 B 轮融资,91,蜜淘网前身叫CN海淘网，是一家主打海淘代购和全球购的电子商务网站，提供海淘品牌限时特卖服务。北京背篓科技有限公司旗下网站。,蜜桃,273
已被并购,92,一家基于大数据的高考志愿填报信息及服务平台，提供各类大学信息、热门专业等信息服务，以帮助高考生解决如何报志愿、如何选专业的难题。,高考派,274
已完成 B 轮融资,92,一个面向0-8岁儿童的互联网早教品牌，在“小伴龙”APP中，0-8岁的孩子可以充当故事主角，与APP里的卡通角色“小伴龙”一起学习、探险、完成任务，享受求知和探索乐趣，包括唱儿歌、跳舞、背唐诗等功能，互动性比较强，覆盖儿歌故事、职业体验、英语学习、生活习惯、百科知识等领域。,小伴龙,275
已完成 A 轮融资,92,一款基于大数据的智能题库产品，分为教师端与学生端，可在上面进行智能出题、多形式批注、学习效果的数据统计与图谱搭建，根据学习状况获得针对性智能推荐等。,作业盒子,276
已完成天使轮融资,92,一家面向6-12岁儿童家庭的在线美术教育机构，致力于保护孩子天性，激发创作潜能。,画啦啦,277
Pre-IPO,93,江阴苏利化学股份有限公司成立于1990年，历经20年发展已成为一家业内知名的精细化工企业，专业从事以“苏利”为品牌的农用化学品、阻燃化学品、定制化学品的研发、生产、登记、销售。,苏利化学,278
已完成 C 轮融资,93,泰坦科技由在读博士生创办的高科技企业，公司产品分为高端试剂、通用试剂、分析试剂、实验耗材、仪器仪表、安全防护、实验室建设和科研信息化软件八大业务板块，为生物医药、新材料、新能源、化工化学、精细化工、食品日化、分析检测等领域提供全方位的产品与服务。,泰坦科技,279
已完成 B 轮融资,93,上海泰昌健康科技有限公司成立于2010年，是一家集科研、生产、销售健身按摩器材为一体的专业企业。,泰昌健康,280
已完成 B 轮融资,93,易家科技（北京）有限公司是国际较早、国内领先的基于IP网络和3G无线通信技术的视频流媒体运用研发机构、系统平台开发及相应终端产品制造的高科技企业。,易家科技,281
已完成 C 轮融资,94,手机应用开发商，产品主要包括触宝号码助手、触宝输入法等。,触宝,282
已完成 B 轮融资,94,关于整容整形的手机服务APP，2014年8月品牌升级为“更美”。北京完美创意科技有限公司旗下产品。,更美,283
已完成 A 轮融资,94,手机上的O2O洗车应用，为用户洗车提供一站式解决方案和预约洗车服务。,TT快车,284
已完成天使轮融资,95,鲜榨喜剧成立于2010年5月，位于北京电影制片厂内，是一家欧美喜剧表演、培训与创作机构。可以为电视台提供原创喜剧节目，主要是欧美的喜剧样式包括小品、小丑戏、即兴喜剧、脱口秀、默剧等等。,鲜榨喜剧,285
已完成 B 轮融资,95,北京森哲若信息技术有限公司(Sensoro)是一家服务零售企业的科技公司，致力于将互联网数据挖掘与智能传感器相结合，为传统零售行业带来数据化、智能化的全新销售方式，主打产品为“云子”，可以方便地被安置在商场或是其他任何地方。,Sensoro,286
已完成 A 轮融资,95,“线上预约+线下门店”模式的美容技师和顾客预约购买平台。,百彩嘉,287
已完成 A 轮融资,95,网络购物代购服务商，自建专业的实体代购服务门店、为购物者提供服务，并实现了标准化连锁经营。,中捷代购,288
已完成天使轮融资,96,惠锁屏是一个锁屏广告平台，通过在锁屏上插入广告这一突破口，用户可以用碎片化时间，或者是无意识的解锁过程来观看一个图片广告。,惠锁屏,289
已完成天使轮融资,96,深圳市星河互动科技有限公司是一家专注于移动游戏发行运营的游戏公司。,星河互动,290
已完成 B 轮融资,97,移动医疗科技研发与应用服务企业，为各级医疗机构、家庭、个人搭建移动医疗和移动健康服务平台。,芯联达科技,291
已完成 A 轮融资,97,第三方整形美容服务平台，提供更安全可靠的整形美容咨询和预约服务。,美尔贝,292
已完成 A 轮融资,97,最in的O2O品牌：甜心摇滚沙拉，健康轻食引导者。,甜心摇滚沙拉,293
已完成 A 轮融资,97,极具创新的白领商务轻食O2O平台。,楼下100,294
已完成 A 轮融资,97,国内知名的电子竞技赛事&媒体服务商。,九十九网络,295
已完成 A 轮融资,98,上海庆科（MXCHIP）是一家专注于嵌入式无线模块和产品的供应商，推出了一系列嵌入式Wi-Fi、ZigBee、BLE、NFC等模块产品，为物联网应用提供完备的短距离标准无线网络接入解决方案，目前产品已经批量应用于白色家电、远程医疗、智能电网、智能交通等领域。,上海庆科 ,296
已完成 A 轮融资,98,乐奇足球是一家致力于为用户解决订场难、约球友难问题的创业公司，并致力于打造运动消费的互联网服务商，旨在为足球爱好者提供一个真实有趣的活动平台。深圳市米诺奇科技有限公司旗下产品。,乐奇足球 ,297
已完成 A 轮融资,98,博合智慧主要为消费者提供酒店产品的实时搜索、提供切合环保理念的各项数据，致力于为提供全面、准确、个性化的行程信息服务，打造专注专业、物超所值、智能、便捷、环保的酒店预定平台。 ,博合智慧,298
已完成 B 轮融资,99,在线理财服务平台，提供理财产品和金融服务的搜索、对比、查找、咨询，以帮助投资者找到最合适的理财产品和最优质的理财服务。,金斧子,299
已完成 B 轮融资,99,面向货运行业的服务对接平台，目前开发的移动信息平台应用包括线上资源整合管理系统、项目管理、O2O信息平台等。,罗计物流,300
已完成 B 轮融资,99,P2P模式的货车对接服务平台。 ,快狗快运,301
已完成 B 轮融资,100,主打汽车后服务、养车类B2C电商平台，主营 轮胎、机油、汽车保养、汽车美容等，途虎目前有1200 多家合作安装门店，服务能力覆盖19个省、266个城市 ，并在主要城市自建物流车队，提供配送服务。,途虎养车,302
已完成 B 轮融资,100,专注于移动互联网尤其是汽车领域的移动互联网公司，旗下产品有车轮社区、车轮查违章、车轮考驾照等。,车轮,303
已完成 B 轮融资,100,手机上的理财产品交易平台，提供银行理财产品信息、比较、直接购买服务等，杭州铜板街网络科技有限公司旗下。,铜板街,304
已完成 A 轮融资,100,新上线的手机炒股软件，致力于帮助用户获得交易机会，搭建跟牛股、找牛人、智能盯盘，高手云集的人气炒股社区。,牛股王,305
已上市,100,游戏开发和发行商，已于2014年在国内A股上市。,天神娱乐,306
已完成 B 轮融资,101,好贷网是一个专业的企业及个人贷款智能搜索引擎，可以为借贷人寻找到最佳的贷款渠道，也能帮银行及金融机构寻找精准匹配的信贷客户。,好贷网,307
已完成 B 轮融资,101,斗鱼TV（斗鱼直播）是一家游戏直播平台和弹幕式直播分享网站，前身为生放送直播。目前以游戏直播为主，涵盖了体育、综艺、娱乐等多种直播内容。广州斗鱼网络科技有限公司旗下产品。,斗鱼,308
已完成 B 轮融资,101,爱鲜蜂于2014年5月中旬上线，社区OTO专注于生鲜最后一公里配送，主打闪电配送。,爱鲜蜂,309
已完成 B 轮融资,101,懂球帝是一个专注于足球的体育资讯和社区，旗下有懂球帝APP等。北京多格科技有限公司旗下产品。,懂球帝,310
已完成 D 轮以上融资,101,晶合思动BlingStorm是一家手机游戏开发商，产品有《猎鱼高手》、《口袋大厦》、《泡泡姜饼人》等。,晶合思动,311
已完成 A 轮融资,102,107间是一个对接租房与出租需求的服务，隶属于北京六度草堂网络科技有限公司。,107间,312
已完成 A 轮融资,102,闻题鸟TiBird是一个面向中小学的作业答疑神器应用，为用户提供“你的清华私人学习助理”，闻题鸟（北京）信息技术有限公司旗下产品。,闻题鸟,313
已完成 A 轮融资,102,HiStarter是一家专注于创业公司招聘服务的网站。,HiStarter,314
已完成 B 轮融资,103,注于网络游戏开发运营的技术公司，Youkia新一代图形虚拟化游戏社区，推出大型《战棋webgame》《前线》， 推出创新性的社交游戏《植物大战僵尸online》。,天上友嘉,315
已完成天使轮融资,103,天时通致力于MMI（Man–Machine Interface人机界面）与HCI（Human–Computer Interface人机交互）技术研发。是中国拥有多点触控专利最早、数量最多的公司。,天时通,316
已完成天使轮融资,103,手机游戏公司，致力于开发精品手机游戏。,钛核互动,317
已完成 C 轮融资,104,以经期健康为核心，关爱女性健康的手机应用,大姨吗,318
已完成 C 轮融资,104,基于数据化挖掘的个性化信息推荐引擎,今日头条,319
已完成 D 轮以上融资,104,美丽说是一个女性时尚社区和社会化电商平台，致力于为女性用户提供最美丽的时尚购物体验，用互联网技术为她们解决“怎么穿，哪里买”的问题。,美丽说,320
已完成 A 轮融资,104,e保养是一家汽车上门保养服务提供商，用户可通过微信、网站等便捷方式下单，e保养登门为用户车辆进行专业保养，北京福瑞车美信息技术有限公司旗下产品。,E保养,321
已被并购,105,天天动听是一款手机音乐播放器，是一家正版数字音乐服务提供商，上海水渡石信息技术有限公司旗下产品。,天天动听,322
已完成 B 轮融资,105,爱回收网(前身是爱易网)是一个手机数码回收置换服务，上海悦易网络信息技术有限公司旗下。,爱回收,323
已完成 A 轮融资,105,小马购车是一个基于移动互联网的试驾购车平台，提供体验式汽车电商服务。提供免费试驾上门、真实车主陪驾、全城底价购车、差价双倍返还、提车全程陪同服务。隶属于上海达加马信息科技有限公司。,小马购车,324
已完成 A 轮融资,106,一款全新的图片创意软件，鼓励用户做低成本的漫画化创作。,Fork叉子相机,325
已完成 B 轮融资,106,中国本土化大型女子偶像团,SNH48,326
已完成 A 轮融资,106,动漫服务网站，旗下有翻翻漫画网、漫画APP“漫享”、漫画电子平台“一止漫画”、漫画杂志《漫画行》等。,翻翻动漫,327
已上市,108,首家登陆美国纳斯达克（上市代码BONA）的中国内地影视集团。,博纳影业,328
已上市,108,主打体检的健康管理公司，纳斯达克上市。,爱康国宾,329
已上市,108,集研发、生产、销售和服务为一体并具有企业自营进出口权的专业型医疗电子仪器设备供应商，创业板上市。,理邦仪器,330
已完成 A 轮融资,108,新文化传媒公司，致力于为城市新兴中产阶级打造优质的、多媒体形式的文化产品。,果麦文化,331
已完成 B 轮融资,108,主打疾病诊疗和健康管理服务提供商，借鉴香港的连锁诊所模式，提供家庭医生服务。,卓正医疗,332
Pre-IPO,108,本土最大的人力资源服务提供商。,科锐国际,333
已完成 A 轮融资,108,好牙医是一个主打牙医在线预约的O2O服务品台，隶属于北京融通信联科技有限公司。,好牙医,334
已完成 A 轮融资,109,O2O模式的汽车售后配件服务提供商，通过连锁门店及网上的方式为终端修理门店提供B2B售后配件直营服务。,康众汽配,335
已完成 C 轮融资,110,明星衣橱是一个时尚购物类APP，致力于帮助女孩们以便捷的方式买到和明星一模一样的衣服，学会明星的穿衣搭配。隶属于北京万象新天网络科技有限公司。,明星衣橱,336
已完成 C 轮融资,110,一亩田是一家主打农业的商务服务网站，提供农产品价格数据、供应和采购对接服务、农诚通和诚信供应商等业务等，隶属于北京一人一亩田网络科技有限公司。,一亩田,337
已完成天使轮融资,111,主打二次元声音分享的移动社交网络，集合了纯音乐、翻唱、广播剧、声音日记和各类声音作品。,被窝声次元,338
已完成 A 轮融资,112,主打奇葩、搞笑段子的手机娱乐应用。,节操精选,339
已被并购,113,好玩易用的掌上美图工具，它致力于提供手机上图片拍摄、美化、分享和云端相册的一站式图片服务。,魔图精灵（现百度魔图）,340
Pre-IPO,114,上海锦和商业经营有限公司是中国商用物业运营服务领域的领军者，专注于将老旧厂房、商铺打造成品牌创意园区，并经营管理、提供增值服务。,锦和商业,341
已完成 B 轮融资,114,米牛是一家互联网股票配资平台。2014年9月15日平台正式上线，截至2014年底，注册用户达11万，累计配资金额达到6.09亿元，0逾期0坏账。,米牛网,342
已完成 B 轮融资,115,在线提供典当、当铺服务的平台，支持房产典当、车辆典当、贵金属典当等。北京优品聚众科技有限公司（淘当铺）旗下网站。,淘当铺,343
已完成 B 轮融资,115,线上线下相结合的成人电商品牌，提供各类成人、情趣用品等，隶属于北京春水堂商业连锁有限公司。,春水堂,344
已完成 B 轮融资,115,专业的企业及个人贷款智能搜索引擎，可以为借贷人寻找到最佳的贷款渠道，也能帮银行及金融机构寻找精准匹配的信贷客户。,好贷网,345
已完成 A 轮融资,115,线上线下相结合的家具定制销售平台,丽维家,346
已完成 A 轮融资,115,票据理财产品服务提供商，所有产品都由银行担保。票据理财此前主要为银行直接面向对公客户进行的小范围流通理财产品，而钱升钱则将此服务带给了更多的个人投资用户。,钱升钱,347
已完成 A 轮融资,116,原创社交游戏的开发和运营商。曾推出《胡莱旅馆》《胡莱三国》《斩仙》《神仙劫》《胡莱德州扑克》等游戏。净利润1亿多。,胡莱游戏,348
已完成 B 轮融资,116,房地产整合营销服务平台，提供手机房多多、B2C地产网站、房多多业务管理系统。翻了,房多多,349
已被并购,116,"中文有声读物交流平台,提供有声小说、戏曲、评书、儿歌、广播剧等有声读物和网络电台节目免费收听。（备注：已退出，3-5倍回报）",懒人听书,350
已完成天使轮融资,118,APUS Group是一家专注于海外的移动互联网开发公司，APUS Launcher是旗下一个Android手机桌面软件，采用极简界面设计，安装包仅有1MB，可以基于云端大数据分析、为用户智能推荐适合的app。,APUS,351
已完成天使轮融资,118,人人车是一家二手车交易服务平台，主打个人二手车、无差价交易服务。北京善意善美网络技术有限公司旗下网站。,人人车,352
已完成天使轮融资,118,学堂在线是是免费公开的MOOC（大规模开放在线课程）平台。,清华学堂在线,353
已完成天使轮融资,119,一个即时图片社交工具。,Emo,354
已完成天使轮融资,119,一款可以玩的短视频社交工具。,可见,355
已完成 A 轮融资,120,夸客金融是一个为个人提供金融服务及P2P借贷的网站，产品有车易贷、薪易贷、商易贷等。上海夸客金融信息服务有限公司旗下产品。,夸客金融,356
已完成 A 轮融资,120,先花花是一个专为大学生打造的手机消费助手，大学生可享受先消费后付款服务、轻松获取心仪商品。 “先花花” 用户的成长记录会通过专业模型转化为有效的个人诚信数据，为大学生积累原始信用记录。先花信息技术（北京）有限公司旗下产品。,先花花,357
已完成 A 轮融资,120,飞盒艺术派是一个在线绘画、 漫画学习社区，旗下元气弹漫画是一个原创漫画阅读与设计应用，上海飞盒数码科技有限公司旗下产品。,元气弹,358
已完成天使轮融资,120,十方旅行是一家专注境外旅行线路定制服务的旅游品牌，致力于让中国朋友去体验最美的、最独特的世界。,十方旅行,359
已完成 D 轮融资,121,钢材现货资源信息分享平台，为买家提供找货交易服务。,找钢网,360
已上市,122,9158聚乐网是一个视频直播和互动娱乐平台，天鸽集团旗下产品。,天鸽（9158）,361
已上市,122,中文在线是一家数字出版及版权服务公司，主要以版权机构、作者为正版数字内容来源，进行内容的聚合和管理，向手机、手持终端、互联网等媒体提供数字阅读产品；为数字出版和发行机构提供数字出版运营服务；通过版权衍生产品等方式提供数字内容增值服务。,中文在线,362
已完成 B 轮融资,122,国产原创动漫品牌，产品覆盖绘本、动漫、周边产品等，隶属于北京梦之城文化有限公司。,阿狸,363
已完成 B 轮融资,122,泽普Zepp是一个主打可穿戴设å备、软硬件结合和动作捕捉的技术服务商，旗下产品包括Golf动作辅助训练系统GolfSense等，泽普互动（北京）科技有限公司旗下产品。,Zepp,364
已完成 A 轮融资,122,中国领先之移动英语学习平台及社区,英语流利说,365
已完成天使轮融资,122,玩图是一个手机端的图片编辑及分享工具，北京云图微动科技有限公司旗下。,玩图,366
已完成天使轮融资,123,当客是一个运动装备社区和运动装备百科平台，目前主要以篮球鞋和跑步鞋作为主要内容，收录档案总数量超过2000款，配色及货号信息超过3万条。,当客,367
